"Fusions"	"Cancer_Types"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"ChiTaRS"	"TICdb"	"ConjoinG"	"Count"
"LYZ--TYK2"	"LAML"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--ALB"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--FOXJ3"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--HDAC5"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--INPP5B"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--RHBDL2"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--SHISA6"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MACROD1--PARP1"	"UVM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MACROD1--TCN1"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MACROD1--TRPT1"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MACROD2--DGAT2"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MACROD2--SPTLC3"	"SKCM"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MACROD2--UBOX5"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAD1L1--RPA3"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MADD--ASIP"	"ACC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MADD--DDB2"	"CESC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MADD--PIK3C2A"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAFF--STK16"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAFK--KCTD5"	"ESCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGED2--NDUFV1"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI1--LRIG1"	"PAAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI1--SUCLG2"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAK--INTS12"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MALT1--NOL4"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAML2--ANKMY2"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAML2--BCAS4"	"PCPG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAML2--YAP1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAML3--C6orf97"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAML3--GPATCH8"	"PCPG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAML3--GTSF1"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAML3--MED24"	"PCPG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAML3--SCOC"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAMSTR--RASIP1"	"OV"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MAN1A1--FMNL3"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN1A1--IFNGR2"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN1A1--MAGT1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN1A2--PDE4DIP"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN1A2--PTGFRN"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN1A2--RNF216"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN1C1--C10orf93"	"ESCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN1C1--TMEM50A"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN2A1--DIRC1"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN2A1--HSPA4"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN2A1--HTR4"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN2A1--TRIM9"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN2B1--RTBDN"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAN2C1--PTPN9"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MANBAL--UBR5"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP1B--SUPT16H"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP1S--CRTC1"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP1S--ECH1"	"MESO"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP2--ICA1L"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP2K2--PSMD9"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP2K2--RP11-87C12.2"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP2K4--PSMD12"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP2K5--C15orf61"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K1--OR4N2"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K10--PCMTD2"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K10--SUPT5H"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K12--GDF11"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K13--FETUB"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K13--NSUN2"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K13--P2RX5"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K14--ACBD4"	"CESC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K14--NDEL1"	"CESC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K2--SHANK2"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K3--BRIP1"	"KIRP"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K3--FCHSD2"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K3--TANC2"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K4--FRMD1"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K4--XAF1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K5--NDUFB9"	"PCPG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K5--OSTM1"	"UVM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K5--PREP"	"UVM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K6--KLK3"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K7--COL12A1"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP3K8--LYZL2"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4--CHD1"	"KIRP"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4--GTF2H5"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4--NME6"	"TGCT"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MAP4--ODZ4"	"TGCT"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4--PLXNB1"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4--QRICH1"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4--RBM42"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4--SHISA5"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4--ULK2"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4K3--EML4"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4K3--SMC6"	"KIRP"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4K4--LYG2"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4K4--REV1"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4K4--SYF2"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4K5--ADCK1"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP4K5--ATP5S"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP7--AHI1"	"ACC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP7--NRG3"	"ESCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP7--OPRM1"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAP7D1--EIF2C3"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPK1--NOTCH1"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPK1--PRODH"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPK10--ARHGAP24"	"LGG"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MAPK10--PTPN13"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPK12--SSTR3"	"KIRP"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPK14--ANK1"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPK14--EHMT1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPK14--SIN3A"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPK6--SCAMP2"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPK8--ARFIP1"	"CESC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPK8IP3--HN1L"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPK9--DGKB"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPKAP1--DENND1A"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPKAPK3--S1PR5"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPKAPK5--CCDC38"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPKAPK5--UNC119B"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPKBP1--VPS39"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPRE1--POFUT1"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPRE1--UQCC"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPRE1--USP28"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAPT--Mar-10"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-01--PTPN13"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-02--PLVAP"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-03--HTR4"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-03--OPCML"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-03--SRFBP1"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-06--BASP1"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-06--GALNTL4"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-06--MTRR"	"KIRP"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-06--NDUFA6"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-08--DEFB119"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-08--MSMB"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-08--NCAM2"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-09--KCNC2"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-09--SLCO1B1"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Mar-09--YEATS4"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MARK1--RHOU"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MARK2--BATF2"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MARK2--C11orf84"	"UCEC"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"3"
"MARK3--EIF5"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MARS--MSRB3"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MARVELD2--PIK3R1"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MASP2--EXOSC10"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAST2--C1orf228"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAST2--COQ6"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAST2--MMACHC"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAST2--OMA1"	"PCPG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAST2--PSMA5"	"OV"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAST2--ST3GAL3"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAST2--TM4SF1"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAST4--PLIN2"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAST4--ST8SIA4"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MATN2--LAPTM4B"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MATN2--SFMBT1"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MAX--ACTN1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MB--TRDN"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MBNL2--GLI3"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MBNL2--HS6ST3"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MBNL2--MADD"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MBNL2--PLAC8"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MBOAT1--F13A1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MBP--CBLN2"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MBTD1--SRCIN1"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MBTPS1--CDH5"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCART1--UBAP2"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCART6--IL1RAPL2"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCAT--GTSE1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCC--DBN1"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCC--SLC9A9"	"KIRC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCCC2--NNT"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCF2L--ATP11A"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCF2L--GAS6"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCF2L--LAMA5"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCF2L2--DMRT1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCFD2--TTC7A"	"LUSC"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MCM3--GPR110"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCRS1--SRRM4"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MCTP2--PARP6"	"CESC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDK--ERBB3"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDK--PARP1"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDK--SEC63"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDM1--ABCC1"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDM1--INSR"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDM1--NAV3"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDM1--PDZRN4"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDM1--RBMS2"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDM2--DIP2B"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDM2--FGF18"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDM2--PTPRR"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDM2--SLAMF9"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MDN1--BEND3"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MECOM--ANKRD10"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MECOM--ARMC8"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MECOM--CD86"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MECOM--LRRC34"	"UCEC"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MECOM--NCEH1"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MECOM--SLC7A14"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MECP2--F8"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED1--GRB7"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED1--SLC39A11"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED12L--GOLIM4"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED13--MYO15B"	"ESCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED13L--CDK17"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED13L--HRK"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED13L--IQCD"	"CESC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED13L--PTPRR"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED13L--WSCD2"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED14--SRPX"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED15--AHRR"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED15--BCL2L13"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED15--C14orf118"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED15--C22orf25"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED15--FKBP10"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED15--KLHL22"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED15--TFE3"	"KIRC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED16--C19orf22"	"ACC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED16--PALM"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED16--POLR2E"	"OV"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED20--CCND3"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED20--TRERF1"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED21--PIP5K1C"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED23--ANO2"	"CESC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED23--RNF217"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED25--ST8SIA6"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED27--TG"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED29--ADAM18"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED29--MYO1D"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MED8--SCMH1"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MEF2A--LRRC28"	"UCEC"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MEF2A--WDR61"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MEF2D--CD55"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MEF2D--SORL1"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MEGF8--ITPKC"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MEGF9--TTLL5"	"PCPG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MEI1--MKL1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MEIS1--ARHGAP25"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MEIS2--BBS2"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MELK--CNTFR"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MEN1--CDC42BPG"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MET--C8orf34"	"KIRP"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MET--CAV1"	"UCEC"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"3"
"METAP2--VEZT"	"BRCA"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"METTL16--DHX8"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"METTL4--STXBP5L"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"METTL5--MERTK"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"METTL5--TLK1"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MFHAS1--ZFAT"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MFN1--HEG1"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MFSD1--CLDN11"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MFSD2A--SLC5A9"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGA--PLA2G4D"	"MESO"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGA--SPTBN5"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGA--WDR66"	"MESO"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGAT4A--FAM178B"	"READ"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGAT4B--ETF1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGAT4B--RNF130"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGAT4C--PPFIA2"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGAT4C--SLC26A10"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGAT5--MBD5"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGAT5B--CYP11A1"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGMT--DOCK1"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGRN1--DNAJA3"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MGST1--COL27A1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIB1--CABYR"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIB1--GREB1L"	"STAD"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MIB1--HLTF"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIB1--MYO5B"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIB1--SNRPD1"	"LUAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIB2--ACVR1B"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MICA--NCR3"	"LGG"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
